Product,SalesAmount,ORDERDATE,PRODUCTCODE
10244,3035.88,4/29/2004 0:00,S18_3320
10257,2321.54,6/14/2004 0:00,S18_3320
10280,3474.46,8/17/2004 0:00,S18_3320
10290,2501.98,09-07-2004 00:00,S18_3320
10304,3958.46,10-11-2004 00:00,S18_3320
10312,3535.95,10/21/2004 0:00,S18_3320
10323,3011.91,11-05-2004 00:00,S18_3320
10333,11336.7,11/18/2004 0:00,S18_3320
10347,2656.94,11/29/2004 0:00,S18_3320
10357,2604.25,12-10-2004 00:00,S18_3320
10369,3288.6,1/20/2005 0:00,S18_3320
10382,8935.5,2/17/2005 0:00,S18_3320
10392,4035.96,03-10-2005 00:00,S18_3320
10423,1875.09,5/30/2005 0:00,S18_3320
10108,4049.56,03-03-2003 00:00,S18_3482
10122,2469.39,05-08-2003 00:00,S18_3482
10135,5432.7,07-02-2003 00:00,S18_3482
10147,4405.22,09-05-2003 00:00,S18_3482
10159,3638,10-10-2003 00:00,S18_3482
10169,4444.92,11-04-2003 00:00,S18_3482
10181,3395.48,11-12-2003 00:00,S18_3482
10191,3414.58,11/20/2003 0:00,S18_3482
10203,5127.04,12-02-2003 00:00,S18_3482
10211,3745.28,1/15/2004 0:00,S18_3482
10225,4564.08,2/22/2004 0:00,S18_3482
10238,6554.24,04-09-2004 00:00,S18_3482
10252,6749.83,5/26/2004 0:00,S18_3482
10265,8427.02,07-02-2004 00:00,S18_3482
10276,3924.6,08-02-2004 00:00,S18_3482
10287,6761.6,8/30/2004 0:00,S18_3482
10300,3786.49,10-04-2003 00:00,S18_3482
10310,6266.12,10/16/2004 0:00,S18_3482
10320,3491,11-03-2004 00:00,S18_3482
10330,4405.22,11/16/2004 0:00,S18_3482
10342,6548.3,11/24/2004 0:00,S18_3482
10355,3177.91,12-07-2004 00:00,S18_3482
10363,4142.64,01-06-2005 00:00,S18_3482
10378,4149.07,02-10-2005 00:00,S18_3482
10390,7397,03-04-2005 00:00,S18_3482
10109,6241.6,03-10-2003 00:00,S18_3685
10123,5331.88,5/20/2003 0:00,S18_3685
10137,5124.3,07-10-2003 00:00,S18_3685
10148,3639.44,09-11-2003 00:00,S18_3685
10161,5544,10/17/2003 0:00,S18_3685
10172,5493.12,11-05-2003 00:00,S18_3685
10181,5785.26,11-12-2003 00:00,S18_3685
10192,5340.6,11/20/2003 0:00,S18_3685
10204,5735.8,12-02-2003 00:00,S18_3685
10212,6357.6,1/16/2004 0:00,S18_3685
10226,7343.9,2/26/2004 0:00,S18_3685
10240,5959.22,4/13/2004 0:00,S18_3685
10253,4029.38,06-01-2004 00:00,S18_3685
10266,5035.14,07-06-2004 00:00,S18_3685
10278,4116.8,08-06-2004 00:00,S18_3685
10287,4310.55,8/30/2004 0:00,S18_3685
10301,6446.7,10-05-2003 00:00,S18_3685
10311,3616.64,10/16/2004 0:00,S18_3685
10321,4232.76,11-04-2004 00:00,S18_3685
10331,1765.66,11/17/2004 0:00,S18_3685
10343,3734.72,11/24/2004 0:00,S18_3685
10367,4808.38,01-12-2005 00:00,S18_3685
10379,2266.56,02-10-2005 00:00,S18_3685
10406,10468.9,4/15/2005 0:00,S18_3685
10419,5589.14,5/17/2005 0:00,S18_3685
10108,2914.11,03-03-2003 00:00,S18_3782
10122,1740.9,05-08-2003 00:00,S18_3782
10135,2266.2,07-02-2003 00:00,S18_3782
10146,3155.58,09-03-2003 00:00,S18_3782
10159,1357.86,10-10-2003 00:00,S18_3782
10169,2598.82,11-04-2003 00:00,S18_3782
10180,1057.56,11-11-2003 00:00,S18_3782
10191,3127.82,11/20/2003 0:00,S18_3782
10211,2488.14,1/15/2004 0:00,S18_3782
10224,2220.72,2/21/2004 0:00,S18_3782
10237,1357.72,04-05-2004 00:00,S18_3782
10252,1638.04,5/26/2004 0:00,S18_3782
10264,2626.08,6/30/2004 0:00,S18_3782
10276,1661.88,08-02-2004 00:00,S18_3782
10286,2173.6,8/28/2004 0:00,S18_3782
10299,2182.05,9/30/2004 0:00,S18_3782
10310,2819.88,10/16/2004 0:00,S18_3782
10319,2598.64,11-03-2004 00:00,S18_3782
10330,2019.27,11/16/2004 0:00,S18_3782
10342,1454.7,11/24/2004 0:00,S18_3782
10355,1657.57,12-07-2004 00:00,S18_3782
10363,2851.84,01-06-2005 00:00,S18_3782
10378,4609.64,02-10-2005 00:00,S18_3782
10390,5079.96,03-04-2005 00:00,S18_3782
10403,1879.92,04-08-2005 00:00,S18_3782
10106,4774.86,2/17/2003 0:00,S18_3856
10119,2687.04,4/28/2003 0:00,S18_3856
10130,3423.75,6/16/2003 0:00,S18_3856
10143,3455.76,08-10-2003 00:00,S18_3856
10155,3622.97,10-06-2003 00:00,S18_3856
10167,3599.58,10/23/2003 0:00,S18_3856
10178,5386.56,11-08-2003 00:00,S18_3856
10186,4918.78,11/14/2003 0:00,S18_3856
10197,2538.8,11/26/2003 0:00,S18_3856
10209,2498.6,01-09-2004 00:00,S18_3856
10222,3858.75,2/19/2004 0:00,S18_3856
10249,5600.5,05-08-2004 00:00,S18_3856
10262,4103.46,6/24/2004 0:00,S18_3856
10273,4287.5,7/21/2004 0:00,S18_3856
10283,5795.54,8/20/2004 0:00,S18_3856
10296,1863.4,9/15/2004 0:00,S18_3856
10307,4166.88,10/14/2004 0:00,S18_3856
10316,4080.07,11-01-2004 00:00,S18_3856
10328,3815.48,11-12-2004 00:00,S18_3856
10338,5526.45,11/22/2004 0:00,S18_3856
10351,3374.6,12-03-2004 00:00,S18_3856
10373,3024.5,1/31/2005 0:00,S18_3856
10386,1266.1,03-01-2005 00:00,S18_3856
10398,4811.85,3/30/2005 0:00,S18_3856
10400,7307.42,04-01-2005 00:00,S18_3856
10415,6209.25,05-09-2005 00:00,S18_3856
10104,5348.5,1/31/2003 0:00,S18_4027
10117,2780.58,4/16/2003 0:00,S18_4027
10127,3447,06-03-2003 00:00,S18_4027
10142,3791.52,08-08-2003 00:00,S18_4027
10152,4524.1,9/25/2003 0:00,S18_4027
10165,3337.6,10/22/2003 0:00,S18_4027
10176,5532.12,11-06-2003 00:00,S18_4027
10185,5096.91,11/14/2003 0:00,S18_4027
10196,4537.08,11/26/2003 0:00,S18_4027
10207,6146.8,12-09-2003 00:00,S18_4027
10220,8258,02-12-2004 00:00,S18_4027
10230,7238.28,3/15/2004 0:00,S18_4027
10247,6756,05-05-2004 00:00,S18_4027
10272,3734,7/20/2004 0:00,S18_4027
10282,4674.8,8/20/2004 0:00,S18_4027
10292,7140.76,09-08-2004 00:00,S18_4027
10306,3600.65,10/14/2004 0:00,S18_4027
10314,4206.74,10/22/2004 0:00,S18_4027
10324,5379.71,11-05-2004 00:00,S18_4027
10337,5679.36,11/21/2004 0:00,S18_4027
10349,4394.84,12-01-2004 00:00,S18_4027
10358,2528.25,12-10-2004 00:00,S18_4027
10372,7031.52,1/26/2005 0:00,S18_4027
10383,5340.9,2/22/2005 0:00,S18_4027
10394,6376.58,3/15/2005 0:00,S18_4027
10413,6896.75,05-05-2005 00:00,S18_4027
10100,1903.22,01-06-2003 00:00,S18_4409
10110,2499.56,3/18/2003 0:00,S18_4409
10124,3081.24,5/21/2003 0:00,S18_4409
10148,3598.22,09-11-2003 00:00,S18_4409
10162,3912.09,10/18/2003 0:00,S18_4409
10173,1584.66,11-05-2003 00:00,S18_4409
10182,3942.72,11-12-2003 00:00,S18_4409
10193,2341.2,11/21/2003 0:00,S18_4409
10204,2482.11,12-02-2003 00:00,S18_4409
10213,3602.02,1/22/2004 0:00,S18_4409
10227,3566.94,03-02-2004 00:00,S18_4409
10241,3787.98,4/13/2004 0:00,S18_4409
10280,3704.05,8/17/2004 0:00,S18_4409
10288,2834.65,09-01-2004 00:00,S18_4409
10302,3392.26,10-06-2003 00:00,S18_4409
10311,3358.31,10/16/2004 0:00,S18_4409
10332,7310,11/17/2004 0:00,S18_4409
10344,2203.11,11/25/2004 0:00,S18_4409
10367,2696.96,01-12-2005 00:00,S18_4409
10380,3376.64,2/16/2005 0:00,S18_4409
10407,541.14,4/22/2005 0:00,S18_4409
10420,6134.7,5/29/2005 0:00,S18_4409
10105,3382.5,02-11-2003 00:00,S18_4522
10117,2240.66,4/16/2003 0:00,S18_4522
10128,3962.88,06-06-2003 00:00,S18_4522
10142,1685.28,08-08-2003 00:00,S18_4522
10153,1834.36,9/28/2003 0:00,S18_4522
10166,1916.98,10/21/2003 0:00,S18_4522
10177,2611,11-07-2003 00:00,S18_4522
10185,3630.28,11/14/2003 0:00,S18_4522
10197,5090.5,11/26/2003 0:00,S18_4522
10208,3949.65,01-02-2004 00:00,S18_4522
10221,3491.67,2/18/2004 0:00,S18_4522
10232,2059.19,3/20/2004 0:00,S18_4522
10248,3170.16,05-07-2004 00:00,S18_4522
10261,1790.6,6/17/2004 0:00,S18_4522
10273,2345.97,7/21/2004 0:00,S18_4522
10283,3580.88,8/20/2004 0:00,S18_4522
10293,4946.06,09-09-2004 00:00,S18_4522
10306,3525.6,10/14/2004 0:00,S18_4522
10315,3602.16,10/29/2004 0:00,S18_4522
10326,4300.5,11-09-2004 00:00,S18_4522
10337,4498.19,11/21/2004 0:00,S18_4522
10350,3023.1,12-02-2004 00:00,S18_4522
10372,3562.49,1/26/2005 0:00,S18_4522
10383,1640.24,2/22/2005 0:00,S18_4522
10396,4739.4,3/23/2005 0:00,S18_4522
10414,1207.68,05-06-2005 00:00,S18_4522
10103,4228.2,1/29/2003 0:00,S18_4600
10114,4815.45,04-01-2003 00:00,S18_4600
10126,7083,5/28/2003 0:00,S18_4600
10140,4601.2,7/24/2003 0:00,S18_4600
10150,6467.02,9/19/2003 0:00,S18_4600
10164,5012.55,10/21/2003 0:00,S18_4600
10175,5121.59,11-06-2003 00:00,S18_4600
10183,2441.04,11/13/2003 0:00,S18_4600
10194,4262.08,11/25/2003 0:00,S18_4600
10207,6658.02,12-09-2003 00:00,S18_4600
10217,4509.08,02-04-2004 00:00,S18_4600
10229,4716.23,03-11-2004 00:00,S18_4600
10245,2390.22,05-04-2004 00:00,S18_4600
10259,4666.62,6/15/2004 0:00,S18_4600
10270,5383.08,7/19/2004 0:00,S18_4600
10281,2482.25,8/19/2004 0:00,S18_4600
10291,5288.64,09-08-2004 00:00,S18_4600
10305,2184.38,10/13/2004 0:00,S18_4600
10313,2881.76,10/22/2004 0:00,S18_4600
10323,6203.06,11-05-2004 00:00,S18_4600
10334,6763.47,11/19/2004 0:00,S18_4600
10347,5884.65,11/29/2004 0:00,S18_4600
10357,3559.64,12-10-2004 00:00,S18_4600
10370,1668.37,1/20/2005 0:00,S18_4600
10382,4890.6,2/17/2005 0:00,S18_4600
10411,5235.72,05-01-2005 00:00,S18_4600
10425,4325.16,5/31/2005 0:00,S18_4600
10103,1938.89,1/29/2003 0:00,S18_4668
10113,2490.5,3/26/2003 0:00,S18_4668
10126,2314.69,5/28/2003 0:00,S18_4668
10140,1254.83,7/24/2003 0:00,S18_4668
10150,1282.8,9/19/2003 0:00,S18_4668
10164,1345.75,10/21/2003 0:00,S18_4668
10174,2194.22,11-06-2003 00:00,S18_4668
10183,1972,11/13/2003 0:00,S18_4668
10194,1835.98,11/25/2003 0:00,S18_4668
10206,1119.93,12-05-2003 00:00,S18_4668
10215,2082.88,1/29/2004 0:00,S18_4668
10229,1569.75,03-11-2004 00:00,S18_4668
10245,2694.15,05-04-2004 00:00,S18_4668
10258,1257.27,6/15/2004 0:00,S18_4668
10270,2567.84,7/19/2004 0:00,S18_4668
10281,2634.28,8/19/2004 0:00,S18_4668
10291,1502.78,09-08-2004 00:00,S18_4668
10304,1676.2,10-11-2004 00:00,S18_4668
10312,2217.15,10/21/2004 0:00,S18_4668
10324,6832.02,11-05-2004 00:00,S18_4668
10333,1916.64,11/18/2004 0:00,S18_4668
10348,7110.8,11-01-2004 00:00,S18_4668
10358,5302.8,12-10-2004 00:00,S18_4668
10370,2730,1/20/2005 0:00,S18_4668
10382,7827.3,2/17/2005 0:00,S18_4668
10411,2095.45,05-01-2005 00:00,S18_4668
10424,1556.62,5/31/2005 0:00,S18_4668
10108,5565.12,03-03-2003 00:00,S18_4721
10122,3583.16,05-08-2003 00:00,S18_4721
10135,4705.18,07-02-2003 00:00,S18_4721
10146,4444.54,09-03-2003 00:00,S18_4721
10159,4618.88,10-10-2003 00:00,S18_4721
10169,4910.4,11-04-2003 00:00,S18_4721
10180,5565.12,11-11-2003 00:00,S18_4721
10191,4237.76,11/20/2003 0:00,S18_4721
10211,5673.58,1/15/2004 0:00,S18_4721
10225,5260.15,2/22/2004 0:00,S18_4721
10238,6350.96,04-09-2004 00:00,S18_4721
10252,3559.4,5/26/2004 0:00,S18_4721
10264,2410.6,6/30/2004 0:00,S18_4721
10276,5713.92,08-02-2004 00:00,S18_4721
10287,4300.32,8/30/2004 0:00,S18_4721
10299,7947.31,9/30/2004 0:00,S18_4721
10310,5356.8,10/16/2004 0:00,S18_4721
10319,7901.1,11-03-2004 00:00,S18_4721
10330,6101,11/16/2004 0:00,S18_4721
10342,6276.46,11/24/2004 0:00,S18_4721
10355,4203.5,12-07-2004 00:00,S18_4721
10363,1629.04,01-06-2005 00:00,S18_4721
10378,3289.86,02-10-2005 00:00,S18_4721
10390,6862.94,03-04-2005 00:00,S18_4721
10110,2574.18,3/18/2003 0:00,S18_4933
10124,1327.79,5/21/2003 0:00,S18_4933
10148,2356.25,09-11-2003 00:00,S18_4933
10161,2013.5,10/17/2003 0:00,S18_4933
10173,2807.22,11-05-2003 00:00,S18_4933
10182,3072.96,11-12-2003 00:00,S18_4933
10193,1906.5,11/21/2003 0:00,S18_4933
10204,3431.7,12-02-2003 00:00,S18_4933
10213,2084.75,1/22/2004 0:00,S18_4933
10227,2136.01,03-02-2004 00:00,S18_4933
10241,2009.7,4/13/2004 0:00,S18_4933
10267,2719.8,07-07-2004 00:00,S18_4933
10279,1575.08,08-09-2004 00:00,S18_4933
10288,1688.43,09-01-2004 00:00,S18_4933
10302,1672.1,10-06-2003 00:00,S18_4933
10311,1674.75,10/16/2004 0:00,S18_4933
10332,3472.98,11/17/2004 0:00,S18_4933
10344,1649.18,11/25/2004 0:00,S18_4933
10367,3751,01-12-2005 00:00,S18_4933
10380,4536,2/16/2005 0:00,S18_4933
10407,4421.34,4/22/2005 0:00,S18_4933
10420,2078.28,5/29/2005 0:00,S18_4933
10110,3069,3/18/2003 0:00,S24_1046
10124,1713.8,5/21/2003 0:00,S24_1046
10148,1506.5,09-11-2003 00:00,S24_1046
10161,2692.12,10/17/2003 0:00,S24_1046
10172,2422.08,11-05-2003 00:00,S24_1046
10182,3488.34,11-12-2003 00:00,S24_1046
10192,2583.34,11/20/2003 0:00,S24_1046
10204,1249.4,12-02-2003 00:00,S24_1046
10212,3374.71,1/16/2004 0:00,S24_1046
10226,1265.46,2/26/2004 0:00,S24_1046
10241,1681.46,4/13/2004 0:00,S24_1046
10267,3204,07-07-2004 00:00,S24_1046
10279,2398.72,08-09-2004 00:00,S24_1046
10288,2381.04,09-01-2004 00:00,S24_1046
10301,1944.54,10-05-2003 00:00,S24_1046
10311,2273.7,10/16/2004 0:00,S24_1046
10321,2116.5,11-04-2004 00:00,S24_1046
10332,1307.32,11/17/2004 0:00,S24_1046
10344,1726.37,11/25/2004 0:00,S24_1046
10367,1267.77,01-12-2005 00:00,S24_1046
10380,3441.82,2/16/2005 0:00,S24_1046
10407,1987.18,4/22/2005 0:00,S24_1046
10420,3880.2,5/29/2005 0:00,S24_1046
10104,1942.15,1/31/2003 0:00,S24_1444
10115,3259.92,04-04-2003 00:00,S24_1444
10127,1213.8,06-03-2003 00:00,S24_1444
10141,1086.6,08-01-2003 00:00,S24_1444
10152,1632.75,9/25/2003 0:00,S24_1444
10165,1734,10/22/2003 0:00,S24_1444
10176,1857.06,11-06-2003 00:00,S24_1444
10184,1863.41,11/14/2003 0:00,S24_1444
10195,2924.68,11/25/2003 0:00,S24_1444
10207,2294.18,12-09-2003 00:00,S24_1444
10220,1457.82,02-12-2004 00:00,S24_1444
10230,1955.88,3/15/2004 0:00,S24_1444
10246,2314.4,05-05-2004 00:00,S24_1444
10259,1310.96,6/15/2004 0:00,S24_1444
10271,2913.3,7/20/2004 0:00,S24_1444
10282,1357.78,8/20/2004 0:00,S24_1444
10292,2150,09-08-2004 00:00,S24_1444
10305,2783.25,10/13/2004 0:00,S24_1444
10314,2339.92,10/22/2004 0:00,S24_1444
10324,1729,11-05-2004 00:00,S24_1444
10336,5972.4,11/20/2004 0:00,S24_1444
10349,2275.2,12-01-2004 00:00,S24_1444
10358,2673.44,12-10-2004 00:00,S24_1444
10371,2431.75,1/23/2005 0:00,S24_1444
10383,2018.72,2/22/2005 0:00,S24_1444
10394,1558.99,3/15/2005 0:00,S24_1444
10412,1104.6,05-03-2005 00:00,S24_1444
10425,2575.1,5/31/2005 0:00,S24_1444
10107,2845.75,2/24/2003 0:00,S24_1578
10120,3431.75,4/29/2003 0:00,S24_1578
10134,3273.9,07-01-2003 00:00,S24_1578
10145,4119.4,8/25/2003 0:00,S24_1578
10159,5355.68,10-10-2003 00:00,S24_1578
10168,5747.5,10/28/2003 0:00,S24_1578
10180,5355.36,11-11-2003 00:00,S24_1578
10188,2535.75,11/18/2003 0:00,S24_1578
10201,4351.23,12-01-2003 00:00,S24_1578
10211,2254,1/15/2004 0:00,S24_1578
10223,2921.28,2/20/2004 0:00,S24_1578
10237,2299,04-05-2004 00:00,S24_1578
10251,2637.18,5/18/2004 0:00,S24_1578
10263,4307.52,6/28/2004 0:00,S24_1578
10275,2153.76,7/23/2004 0:00,S24_1578
10285,3716.88,8/27/2004 0:00,S24_1578
10299,5455.76,9/30/2004 0:00,S24_1578
10309,2650.62,10/15/2004 0:00,S24_1578
10318,6437.28,11-02-2004 00:00,S24_1578
10329,2633.4,11/15/2004 0:00,S24_1578
10339,2278.53,11/23/2004 0:00,S24_1578
10362,4846,01-05-2005 00:00,S24_1578
10374,4197.1,02-02-2005 00:00,S24_1578
10389,4597.65,03-03-2005 00:00,S24_1578
10403,5287.7,04-08-2005 00:00,S24_1578
10417,3550.05,5/13/2005 0:00,S24_1578
10110,1721.73,3/18/2003 0:00,S24_1628
10123,2993.5,5/20/2003 0:00,S24_1628
10137,1295.06,07-10-2003 00:00,S24_1628
10148,2671.95,09-11-2003 00:00,S24_1628
10161,1226.59,10/17/2003 0:00,S24_1628
10172,1453.84,11-05-2003 00:00,S24_1628
10181,1830.22,11-12-2003 00:00,S24_1628
10192,2530.01,11/20/2003 0:00,S24_1628
10204,2241.45,12-02-2003 00:00,S24_1628
10212,2399.85,1/16/2004 0:00,S24_1628
10226,1557.72,2/26/2004 0:00,S24_1628
10241,845.25,4/13/2004 0:00,S24_1628
10266,1352.4,07-06-2004 00:00,S24_1628
10278,1584.8,08-06-2004 00:00,S24_1628
10288,2616,09-01-2004 00:00,S24_1628
10301,1129.04,10-05-2003 00:00,S24_1628
10311,2218.5,10/16/2004 0:00,S24_1628
10321,2028.48,11-04-2004 00:00,S24_1628
10332,1759.2,11/17/2004 0:00,S24_1628
10343,977.67,11/24/2004 0:00,S24_1628
10367,1463,01-12-2005 00:00,S24_1628
10379,3970.56,02-10-2005 00:00,S24_1628
10407,2576,4/22/2005 0:00,S24_1628
10420,2233.69,5/29/2005 0:00,S24_1628
10106,2481.64,2/17/2003 0:00,S24_1785
10120,4651.53,4/29/2003 0:00,S24_1785
10133,3858.1,6/27/2003 0:00,S24_1785
10145,3501.6,8/25/2003 0:00,S24_1785
10168,6433.7,10/28/2003 0:00,S24_1785
10210,2658.96,01-12-2004 00:00,S24_1785
10223,3608.76,2/20/2004 0:00,S24_1785
10235,2214.67,04-02-2004 00:00,S24_1785
10250,2747.53,05-11-2004 00:00,S24_1785
10262,3310.92,6/24/2004 0:00,S24_1785
10275,2380,7/23/2004 0:00,S24_1785
10284,2310.88,8/21/2004 0:00,S24_1785
10297,4061.76,9/16/2004 0:00,S24_1785
10308,3493.7,10/15/2004 0:00,S24_1785
10316,2872.25,11-01-2004 00:00,S24_1785
10328,4114.38,11-12-2004 00:00,S24_1785
10339,1063.65,11/23/2004 0:00,S24_1785
10353,2008.44,12-04-2004 00:00,S24_1785
10374,4328.6,02-02-2005 00:00,S24_1785
10386,1376.43,03-01-2005 00:00,S24_1785
10398,5552.16,3/30/2005 0:00,S24_1785
10401,3659.02,04-03-2005 00:00,S24_1785
10416,4165.61,05-10-2005 00:00,S24_1785
10101,1404,01-09-2003 00:00,S24_1937
10110,710.2,3/18/2003 0:00,S24_1937
10124,1702.8,5/21/2003 0:00,S24_1937
10149,1194.84,09-12-2003 00:00,S24_1937
10162,1007.14,10/18/2003 0:00,S24_1937
10173,977.43,11-05-2003 00:00,S24_1937
10182,1436.76,11-12-2003 00:00,S24_1937
10193,759.46,11/21/2003 0:00,S24_1937
10205,1189.44,12-03-2003 00:00,S24_1937
10214,683.8,1/26/2004 0:00,S24_1937
10227,1226.82,03-02-2004 00:00,S24_1937
10243,974.82,4/26/2004 0:00,S24_1937
10280,577.6,8/17/2004 0:00,S24_1937
10288,1106.93,09-01-2004 00:00,S24_1937
10304,694.6,10-11-2004 00:00,S24_1937
10312,1152.06,10/21/2004 0:00,S24_1937
10322,2624,11-04-2004 00:00,S24_1937
10332,3685.95,11/17/2004 0:00,S24_1937
10344,703.6,11/25/2004 0:00,S24_1937
10356,9720,12-09-2004 00:00,S24_1937
10367,834.67,01-12-2005 00:00,S24_1937
10380,2257.92,2/16/2005 0:00,S24_1937
10391,8344.71,03-09-2005 00:00,S24_1937
10409,1801.94,4/23/2005 0:00,S24_1937
10420,1209.6,5/29/2005 0:00,S24_1937
10107,3155.14,2/24/2003 0:00,S24_2000
10120,2848.86,4/29/2003 0:00,S24_2000
10134,3570.29,07-01-2003 00:00,S24_2000
10145,3902.41,8/25/2003 0:00,S24_2000
10158,1474.66,10-10-2003 00:00,S24_2000
10168,2186.89,10/28/2003 0:00,S24_2000
10180,1919.4,11-11-2003 00:00,S24_2000
10188,3656,11/18/2003 0:00,S24_2000
10201,1847,12-01-2003 00:00,S24_2000
10210,1851,01-12-2004 00:00,S24_2000
10223,2633.78,2/20/2004 0:00,S24_2000
10236,3153.6,04-03-2004 00:00,S24_2000
10250,2803.2,05-11-2004 00:00,S24_2000
10263,2311.02,6/28/2004 0:00,S24_2000
10275,2399.4,7/23/2004 0:00,S24_2000
10285,2733.12,8/27/2004 0:00,S24_2000
10297,2096.32,9/16/2004 0:00,S24_2000
10308,2971.34,10/15/2004 0:00,S24_2000
10318,2257.58,11-02-2004 00:00,S24_2000
10329,3493.91,11/15/2004 0:00,S24_2000
10340,4398.9,11/24/2004 0:00,S24_2000
10363,3595.62,01-06-2005 00:00,S24_2000
10375,2443.29,02-03-2005 00:00,S24_2000
10389,3988.6,03-03-2005 00:00,S24_2000
10402,5168.4,04-07-2005 00:00,S24_2000
10416,2803.2,05-10-2005 00:00,S24_2000
10105,6341.21,02-11-2003 00:00,S24_2011
10117,5189.78,4/16/2003 0:00,S24_2011
10129,6027.75,06-12-2003 00:00,S24_2011
10142,3366,08-08-2003 00:00,S24_2011
10153,5456.4,9/28/2003 0:00,S24_2011
10167,3812.16,10/23/2003 0:00,S24_2011
10177,6083,11-07-2003 00:00,S24_2011
10185,3170.7,11/14/2003 0:00,S24_2011
10197,4534.6,11/26/2003 0:00,S24_2011
10208,4301.15,01-02-2004 00:00,S24_2011
10221,6804.63,2/18/2004 0:00,S24_2011
10232,5652.94,3/20/2004 0:00,S24_2011
10248,6960.48,05-07-2004 00:00,S24_2011
10261,4512.6,6/17/2004 0:00,S24_2011
10273,2784.76,7/21/2004 0:00,S24_2011
10283,5316.36,8/20/2004 0:00,S24_2011
10293,2941.89,09-09-2004 00:00,S24_2011
10306,3207.4,10/14/2004 0:00,S24_2011
10315,4215.05,10/29/2004 0:00,S24_2011
10326,4333.29,11-09-2004 00:00,S24_2011
10337,2087.13,11/21/2004 0:00,S24_2011
10350,1711.22,12-02-2004 00:00,S24_2011
10372,3910.53,1/26/2005 0:00,S24_2011
10384,2255.12,2/23/2005 0:00,S24_2011
10396,5720.75,3/23/2005 0:00,S24_2011
10414,3335.23,05-06-2005 00:00,S24_2011
10101,2472.96,01-09-2003 00:00,S24_2022
10110,1729.65,3/18/2003 0:00,S24_2022
10124,995.5,5/21/2003 0:00,S24_2022
10149,2414.72,09-12-2003 00:00,S24_2022
10162,1560.47,10/18/2003 0:00,S24_2022
10173,1112.94,11-05-2003 00:00,S24_2022
10182,1138.94,11-12-2003 00:00,S24_2022
10193,1012.4,11/21/2003 0:00,S24_2022
10205,913.92,12-03-2003 00:00,S24_2022
10214,2349.06,1/26/2004 0:00,S24_2022
10227,1161.12,03-02-2004 00:00,S24_2022
10244,1764.75,4/29/2004 0:00,S24_2022
10255,1690.9,06-04-2004 00:00,S24_2022
10280,2137.05,8/17/2004 0:00,S24_2022
10289,2177.1,09-03-2004 00:00,S24_2022
10304,1734.48,10-11-2004 00:00,S24_2022
10312,865.49,10/21/2004 0:00,S24_2022
10322,3500.1,11-04-2004 00:00,S24_2022
10332,2223.52,11/17/2004 0:00,S24_2022
10345,2311.68,11/25/2004 0:00,S24_2022
10356,828.36,12-09-2004 00:00,S24_2022
10367,856.52,01-12-2005 00:00,S24_2022
10380,1845.45,2/16/2005 0:00,S24_2022
10391,4042.08,03-09-2005 00:00,S24_2022
10421,1828,5/29/2005 0:00,S24_2022
10103,3680.28,1/29/2003 0:00,S24_2300
10114,2925.09,04-01-2003 00:00,S24_2300
10126,3415.77,5/28/2003 0:00,S24_2300
10140,5105.14,7/24/2003 0:00,S24_2300
10151,5098.8,9/21/2003 0:00,S24_2300
10165,4661.76,10/22/2003 0:00,S24_2300
10175,2969.96,11-06-2003 00:00,S24_2300
10184,3496.32,11/14/2003 0:00,S24_2300
10194,5760.93,11/25/2003 0:00,S24_2300
10207,6819.04,12-09-2003 00:00,S24_2300
10217,3148.88,02-04-2004 00:00,S24_2300
10229,5704.32,03-11-2004 00:00,S24_2300
10246,3520.6,05-05-2004 00:00,S24_2300
10259,5285.62,6/15/2004 0:00,S24_2300
10271,5605.05,7/20/2004 0:00,S24_2300
10281,2779.5,8/19/2004 0:00,S24_2300
10291,5398.08,09-08-2004 00:00,S24_2300
10305,3189.6,10/13/2004 0:00,S24_2300
10313,5581.8,10/22/2004 0:00,S24_2300
10324,3820.44,11-05-2004 00:00,S24_2300
10334,5528.04,11/19/2004 0:00,S24_2300
10348,5981.42,11-01-2004 00:00,S24_2300
10358,5684.65,12-10-2004 00:00,S24_2300
10371,3449.4,1/23/2005 0:00,S24_2300
10382,2654.4,2/17/2005 0:00,S24_2300
10412,8498,05-03-2005 00:00,S24_2300
10425,5510.54,5/31/2005 0:00,S24_2300
10108,2060.45,03-03-2003 00:00,S24_2360
10121,2460.16,05-07-2003 00:00,S24_2360
10135,1787.56,07-02-2003 00:00,S24_2360
10145,1645.65,8/25/2003 0:00,S24_2360
10159,2169.18,10-10-2003 00:00,S24_2360
10169,2816.18,11-04-2003 00:00,S24_2360
10180,2521.05,11-11-2003 00:00,S24_2360
10190,3199.98,11/19/2003 0:00,S24_2360
10211,1338.12,1/15/2004 0:00,S24_2360
10224,2972.58,2/21/2004 0:00,S24_2360
10237,2070.9,04-05-2004 00:00,S24_2360
10252,3092.6,5/26/2004 0:00,S24_2360
10264,2408.7,6/30/2004 0:00,S24_2360
10276,3472.54,08-02-2004 00:00,S24_2360
10285,2263.28,8/27/2004 0:00,S24_2360
10299,2194.17,9/30/2004 0:00,S24_2360
10309,1346.4,10/15/2004 0:00,S24_2360
10319,2533.63,11-03-2004 00:00,S24_2360
10330,3403.26,11/16/2004 0:00,S24_2360
10341,3307.2,11/24/2004 0:00,S24_2360
